,الرقم,التقييم,عدد المقيمين,المساحة,اسم العقار,الحي,سعر الليلة,المدينة,التصنيف
6997,89,10.0,4,75,شقة بغرفة معيشة وغرفة نوم,حي وادي جليل,250,مكة المكرمة,شقة
6998,90,0.0,0,75,شقة بغرفتين نوم وصالة جلوس,حي وادي جليل,641,مكة المكرمة,شقة
6999,91,8.8,16,75,شقة بصالة وغرفتين نوم,حي العزيزية,350,مكة المكرمة,شقة
7000,92,9.3,9,75,غرفة بأثاث بسيط ومريح,حي الخالدية,199,مكة المكرمة,شقة
7001,93,9.7,39,50,استديو بأثاث مريح وبسيط,المحمدية,135,مكة المكرمة,استديو
7002,94,9.9,11,50,استديو بأثاث مريح وبسيط,حي العوالي,200,مكة المكرمة,استديو
7003,95,9.5,4,16,استديو بأثاث مريح وبسيط,حي المعابدة,80,مكة المكرمة,استديو
7004,96,0.0,0,75,غرفة بأربع اسره فردية,حي  السبهاني,104,مكة المكرمة,شقة
7005,97,9.6,27,38,شقة بصالة وغرفة نوم دخول ذاتي,حي وادي جليل,240,مكة المكرمة,شقة
7006,98,6.9,5,50,شقة بغرفتين نوم وصالة,حي اجياد,300,مكة المكرمة,شقة
7007,99,9.7,14,60,استديو بأثاث مريح وبسيط,حي العوالي,170,مكة المكرمة,استديو
7008,100,0.0,0,50,شقة بأثاث مريح وبسيط,حي الضيافة,100,مكة المكرمة,شقة
7009,101,9.5,45,50,استديو هادئ بسرير ماستر,حي بطحاء قريش,220,مكة المكرمة,استديو
7010,102,9.6,17,40,استديو هادئ بدخول ذاتي,حي الخالدية,299,مكة المكرمة,استديو
7011,103,10.0,9,75,شقة بغرفتين نوم وصالة,حي العزيزية,400,مكة المكرمة,شقة
7012,104,0.0,0,50,شاليه بصاله ومسبح خارجي,الحسينية,"1,040",مكة المكرمة,شاليه
7013,105,10.0,5,60,شقة بغرفة جلوس وغرفتين نوم,حي الشرائع,600,مكة المكرمة,شقة
7014,106,10.0,3,40,استديو بسرير ماستر ودخول ذاتي,حي الخالدية,299,مكة المكرمة,استديو
7015,107,9.9,2,60,شقة بغرفة جلوس وغرفتين نوم,حي النزهة,280,مكة المكرمة,شقة
7016,108,0.0,0,50,استديو بأثاث مريح وبسيط,حي الجميزة,54,مكة المكرمة,استديو
7017,109,10.0,3,60,شقة بصالة وغرفتين نوم,حي النزهة,220,مكة المكرمة,شقة
7018,110,9.9,11,50,شقة جميلة لقضاء ليلة مميزة,حي الرصيفة,295,مكة المكرمة,شقة
7019,111,9.9,16,30,استديو بسرير ماستر وجلسة,حي الراشدية,280,مكة المكرمة,استديو
7020,112,7.5,7,75,غرفة بأثاث مريح وبسيط,حي ولي العهد,135,مكة المكرمة,شقة
7021,113,8.7,14,50,استديو بسرير ماستر ودخول ذاتي,حي الخالدية,299,مكة المكرمة,استديو
7022,114,9.6,6,50,شقة بصالة انيقة وغرفة نوم,حي الخالدية,299,مكة المكرمة,شقة
7023,115,9.8,4,25,استديو مريح لليلة جميلة ومميزة,حي بطحاء قريش,200,مكة المكرمة,استديو
7024,116,7.8,4,75,شقة بغرفتين نوم وأثاث مريح,حي ولي العهد,195,مكة المكرمة,شقة
7025,117,9.1,13,50,شقة بغرفتين نوم وصالة,حي النزهة,170,مكة المكرمة,شقة
7026,118,9.8,14,75,شقة بصالة انيقة ودخول ذاتي,حي الملك فهد,650,مكة المكرمة,شقة
7027,119,9.9,28,60,شقة بغرفة جلوس وغرفة نوم,حي الملك فهد,500,مكة المكرمة,شقة
7028,120,10.0,2,75,شقة بصالة وغرفتين نوم وبأثاث مريح,حي العتيبية,200,مكة المكرمة,شقة
7029,121,8.3,24,34,استديو بسرير ماستر وأثاث مريح,حي النسيم,165,مكة المكرمة,استديو
7030,122,10.0,1,50,شقة بغرفة معيشة وغرفتين نوم,حي وادي جليل,270,مكة المكرمة,شقة
7031,123,10.0,7,75,شقة بغرفة نوم وصالة جلوس,حي الخالدية,299,مكة المكرمة,شقة
7032,124,9.9,13,60,شقة بغرفتين نوم وصالة,حي الشوقية,350,مكة المكرمة,شقة
7033,125,9.2,7,60,غرفة بأثاث مريح وبسيط,حي النزهة,200,مكة المكرمة,شقة
7034,126,9.6,7,75,شقة بصالة وغرفة نوم,حي جبل النور,227,مكة المكرمة,شقة
7035,127,8.8,3,75,شقة بصالة وغرفتين نوم وبأثاث بسيط,حي المسفلة,330,مكة المكرمة,شقة
7036,128,10.0,3,75,شقة بثلاث غرف نوم وصالة,حي العزيزية,350,مكة المكرمة,شقة
7037,129,9.5,4,20,استديو بأثاث مريح وبسيط,حي المعابدة,100,مكة المكرمة,استديو
7038,130,10.0,5,75,شقة بغرفة جلوس وغرفتين نوم,حي النزهة,280,مكة المكرمة,شقة
7039,131,10.0,4,60,شقة بصالة وغرفة نوم,حي المسفلة,500,مكة المكرمة,شقة
7040,132,9.9,9,75,شقة بغرفة جلوس وغرفتين نوم,حي الشرائع,500,مكة المكرمة,شقة
7041,133,9.5,20,60,استديو بسرير ماستر,حي بطحاء قريش,210,مكة المكرمة,استديو
7042,134,9.0,25,40,غرفة بأثاث مريح و بسيط,حي البحيرات,100,مكة المكرمة,شقة
7043,135,10.0,3,60,شقة بغرفة نوم وأثاث مريح,حي العتيبية,150,مكة المكرمة,شقة
7044,136,7.2,4,60,استديو بسريرين مفردة و أثاث مريح,حي العمرة الجديدة,59,مكة المكرمة,استديو
7045,137,0.0,0,50,استديو بأثاث مريح وبسيط,حي اجياد,700,مكة المكرمة,استديو
7046,138,10.0,1,60,شقة بثلاث غرف نوم وصالة جلوس,حي بطحاء قريش,280,مكة المكرمة,شقة
7047,139,10.0,1,45,استديو هادئ بسرير ماستر,حي الملك فهد,250,مكة المكرمة,استديو
7048,140,9.7,5,75,غرفة بأسرة فردية ودورة مياة,حي بطحاء قريش,180,مكة المكرمة,شقة
7049,141,9.6,15,75,شقة بغرفة نوم وصالة,حي وادي جليل,180,مكة المكرمة,شقة
7050,142,9.6,17,75,شقة بغرفتين نوم وأثاث مريح,حي الملك فهد,279,مكة المكرمة,شقة
7051,143,10.0,1,75,شقة بموقع مميز بدخول ذكي,حي الجامعة,700,مكة المكرمة,شقة
7052,144,0.0,0,75,شقة بصالة جلوس وغرفتين نوم,حي بطحاء قريش,750,مكة المكرمة,شقة
7053,145,8.7,9,50,شقة واسعه بجناحين مع مطبخ,حي الراشدية,420,مكة المكرمة,شقة
7054,146,10.0,3,75,غرفة بأثاث مريح وبسيط,حي بطحاء قريش,180,مكة المكرمة,شقة
7055,147,8.8,3,75,شقة بثلاث غرف نوم وصالة,حي النزهة,275,مكة المكرمة,شقة
7056,148,9.8,10,50,غرفة بسرير ماستر بجلسة جانبية,حي ولي العهد,135,مكة المكرمة,شقة
7057,149,9.8,4,75,شقة بغرفة جلوس وغرفتين نوم,حي الراشدية,800,مكة المكرمة,شقة
7058,150,10.0,3,75,شقة بغرفتين نوم وصالة,حي الشوقية,342,مكة المكرمة,شقة
7059,151,9.2,25,60,غرفة بجلسة جانبية,حي الحمراء وام الجود,250,مكة المكرمة,شقة
7060,152,10.0,12,60,شقة بصالة و غرفة نوم,حي الشوقية,390,مكة المكرمة,شقة
7061,153,8.3,1,70,شقة بغرفتين نوم وصالة,حي النزهة,215,مكة المكرمة,شقة
7062,154,10.0,1,60,شقة بغرفة معيشة وغرفة نوم,حي الهنداوية,450,مكة المكرمة,شقة
7063,155,10.0,1,50,غرفة بأثاث بسيط ومريح,حي الخالدية,250,مكة المكرمة,شقة
7064,156,8.1,6,50,شقة بغرفتين نوم وأثاث مريح,حي الحرم,169,مكة المكرمة,شقة
7065,157,9.8,1,75,شقة بصالة وغرفتين نوم,حي المسفلة,360,مكة المكرمة,شقة
7066,158,9.6,8,60,غرفة بسرير ماستر وجلسة,حي ولي العهد,135,مكة المكرمة,شقة
7067,159,9.9,4,60,شقة فاخرة بصالة و غرفتين نوم,حي النزهة,"1,500",مكة المكرمة,شقة
7068,160,10.0,2,60,شقة بغرفتين نوم,حي الرصيفة,430,مكة المكرمة,شقة
7069,161,10.0,8,60,شقة بصاله ودخول ذاتي,حي الحمراء وام الجود,700,مكة المكرمة,شقة
7070,162,10.0,2,75,شقة بتصميم فاخر وانيق,حي الرصيفة,"2,200",مكة المكرمة,شقة
7071,163,10.0,1,75,شقة بثلاث غرف نوم وصالة,حي النزهة,275,مكة المكرمة,شقة
7072,164,9.9,9,60,شقة بصالة جلوس وثلاث غرف نوم,حي بطحاء قريش,550,مكة المكرمة,شقة
7073,165,9.8,4,75,شقة بغرفة جلوس وغرفتين نوم,حي الحمراء وام الجود,300,مكة المكرمة,شقة
7074,166,10.0,1,39,استديو بأثاث مريح وبسيط,حي الخالدية,199,مكة المكرمة,استديو
7075,167,9.9,12,38,شقة بصالة وغرفة نوم,حي وادي جليل,250,مكة المكرمة,شقة
7076,168,10.0,3,60,شقة بصالة وثلاث غرف نوم,حي  السبهاني,450,مكة المكرمة,شقة
7077,169,10.0,3,75,شقة بغرفة جلوس وغرفتين نوم,الزايدي التخصصي,650,مكة المكرمة,شقة
7078,170,9.3,1,75,شقة بثلاث غرف نوم وصالة جلوس,حي بطحاء قريش,280,مكة المكرمة,شقة
7079,171,8.6,9,36,استديو بسرير ماستر ودخول ذاتي,حي النسيم,140,مكة المكرمة,استديو
7080,172,9.7,6,50,شقة بصالة انيقة وغرفتين نوم,حي الملك فهد,650,مكة المكرمة,شقة
7081,173,10.0,1,60,شقة بغرفتين نوم وصالة,حي الشوقية,342,مكة المكرمة,شقة
7082,174,8.9,16,75,شقة بغرفتين نوم وغرفة جلوس,حي الروضة,450,مكة المكرمة,شقة
7083,175,10.0,2,75,استديو  لتعيش اجواء رائعة,حي جبل النور,300,مكة المكرمة,استديو
7084,176,8.8,2,75,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7085,177,10.0,6,75,غرفة بأجواء وموقع مميز,حي الخالدية,100,مكة المكرمة,شقة
7086,178,9.6,11,50,شقة بغرفتين نوم وركن تحضير,حي ولي العهد,195,مكة المكرمة,شقة
7087,179,10.0,3,60,شقة بغرفة نوم وصالة وبأثاث مريح,حي الشرائع,255,مكة المكرمة,شقة
7088,180,8.6,6,75,شقة بغرفتين نوم وأثاث مريح,حي الحرم,169,مكة المكرمة,شقة
7089,181,8.9,6,75,استديو بأجواء دافئة ومريحة,حي جبل النور,300,مكة المكرمة,استديو
7090,182,9.6,10,75,شقة بصالة و غرفة نوم,حي الاسكان,399,مكة المكرمة,شقة
7091,183,9.7,4,60,غرفة بأثاث بسيط ومريح,حي الخالدية,199,مكة المكرمة,شقة
7092,184,10.0,1,20,استديو بأثاث مريح وبسيط,حي المعابدة,90,مكة المكرمة,استديو
7093,185,9.7,7,50,استديو بأسرة فردية ودورة مياة,حي جبل النور,300,مكة المكرمة,استديو
7094,186,9.0,1,75,استديو بأسرة فردية ودورة مياة,حي جبل النور,300,مكة المكرمة,استديو
7095,187,9.3,8,50,شقة بغرفة نوم وغرفة معيشة,حي الخنساء,250,مكة المكرمة,شقة
7096,188,10.0,1,60,استوديو بسريرين فرديه,حي جبل النور,300,مكة المكرمة,استديو
7097,189,9.5,3,60,شقة بصالة جلوس وغرف نوم,حي الاسكان,599,مكة المكرمة,شقة
7098,190,9.4,2,75,شقة بغرفة جلوس وغرفتين نوم,حي الهجرة,380,مكة المكرمة,شقة
7099,191,9.3,3,18,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7100,192,10.0,1,75,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7101,193,9.4,2,50,استديو بأجواء دافئة ومريحة,حي جبل النور,300,مكة المكرمة,استديو
7102,194,10.0,6,75,شقة بصالة انيقة وثلاث غرف نوم,حي العتيبية,900,مكة المكرمة,شقة
7103,195,10.0,2,60,شقة بصالة جلوس وغرفتين نوم,حي ريع زاخر,850,مكة المكرمة,شقة
7104,196,10.0,1,75,استديو بأسرة مفردة وأثاث مريح,حي الحرم,152,مكة المكرمة,استديو
7105,197,10.0,1,50,شقة بصالة وغرفتين نوم,حي الشوقية,480,مكة المكرمة,شقة
7106,198,10.0,1,75,استديو بسريرين فردية وبأثاث بسيط,حي المسفلة,150,مكة المكرمة,استديو
7107,199,8.0,1,60,شقة بغرفتين نوم وصالة ومجلس,حي العدل,150,مكة المكرمة,شقة
7108,200,0.0,0,60,شقة بثلاث غرف نوم وصالة جلوس,حي المسفلة,700,مكة المكرمة,شقة
7109,201,9.9,7,60,شقة بغرفة جلوس وغرفتين نوم,حي الخضراء,450,مكة المكرمة,شقة
7110,202,9.1,2,75,غرفة,حي جبل النور,300,مكة المكرمة,شقة
7111,203,9.0,22,50,شقة بغرفتين نوم وركن تحضير,حي ولي العهد,195,مكة المكرمة,شقة
7112,204,8.8,3,75,استديو بسرير ماستر وجلسة مريحة,حي الراشدية,210,مكة المكرمة,استديو
7113,205,7.5,2,18,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7114,206,10.0,2,50,استديو بأثاث بسيط ودورة مياة,حي جبل النور,300,مكة المكرمة,استديو
7115,207,9.7,3,50,استديو بأثاث مريح وبسيط,حي ولي العهد,135,مكة المكرمة,استديو
7116,208,0.0,0,75,استديو بأثاث مريح وبسيط,حي العوالي,200,مكة المكرمة,استديو
7117,209,10.0,1,75,شقة بغرفتين نوم وبأثاث بسيط,حي العوالي,250,مكة المكرمة,شقة
7118,210,9.6,7,60,استنديو بأسرة فردية ودورة مياة,حي جبل النور,300,مكة المكرمة,استديو
7119,211,7.9,8,60,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7120,212,9.5,2,75,شقة بصالة وثلاث غرف نوم,حي بطحاء قريش,350,مكة المكرمة,شقة
7121,213,9.9,14,60,شقة بصالة وثلاث غرف نوم,حي الملك فهد,270,مكة المكرمة,شقة
7122,214,10.0,5,50,شقة بصالة جلوس وثلاث غرف نوم,حي بطحاء قريش,280,مكة المكرمة,شقة
7123,215,8.3,4,75,شقة بغرفة جلوس وثلاث غرف نوم,حي بطحاء قريش,350,مكة المكرمة,شقة
7124,216,9.7,32,50,شقة بأثاث بسيط و غرفتين نوم,المحمدية,195,مكة المكرمة,شقة
7125,217,9.9,8,50,شقة بغرفة نوم وصالة,حي وادي جليل,350,مكة المكرمة,شقة
7126,218,5.8,14,75,شقة بغرفتين نوم ومطبخ,حي اجياد,250,مكة المكرمة,شقة
7127,219,10.0,1,50,شقة بملحق خارجي,حي الراشدية,"1,300",مكة المكرمة,شقة
7128,220,10.0,1,75,شقة بأجواء دافئة ومريحة,المحمدية,195,مكة المكرمة,شقة
7129,221,9.9,14,60,شقة لليلة هادئة بغرفتين نوم,المحمدية,195,مكة المكرمة,شقة
7130,222,9.9,2,75,استديو بأثاث مريح وبسيط,حي الحرم,152,مكة المكرمة,استديو
7131,223,7.1,3,75,استديو بأثاث مريح وبسيط,حي الحرم,152,مكة المكرمة,استديو
7132,224,10.0,1,50,شقة بصالة وغرفة نوم,حي الراشدية,350,مكة المكرمة,شقة
7133,225,0.0,0,52,شقة بصالة وغرفة نوم,حي بطحاء قريش,350,مكة المكرمة,شقة
7134,226,0.0,0,47,شقة بغرفتين نوم وأثاث مريح,حي بطحاء قريش,450,مكة المكرمة,شقة
7135,227,0.0,0,50,شقة بغرفتين نوم وبأثاث بسيط,حي بطحاء قريش,550,مكة المكرمة,شقة
7136,228,0.0,0,60,استديو بأثاث مريح وبسيط,حي بطحاء قريش,237,مكة المكرمة,استديو
7137,229,8.2,7,50,استديو بأجواء دافئة ومريحة,حي جبل النور,300,مكة المكرمة,استديو
7138,230,8.1,8,60,غرفة بأجواء دافئة ومريحة,حي جبل النور,300,مكة المكرمة,شقة
7139,231,9.3,3,75,شقة بغرفتين نوم وغرفة معيشة,حي وادي جليل,300,مكة المكرمة,شقة
7140,232,7.8,1,75,شقة انيقة بغرفتين نوم وصاله,حي بطحاء قريش,850,مكة المكرمة,شقة
7141,233,8.3,4,50,شقة,حي الخالدية,100,مكة المكرمة,شقة
7142,234,9.4,15,75,شقة بصالة وثلاث غرف نوم,حي الزاهر,350,مكة المكرمة,شقة
7143,235,10.0,1,60,شقة بصالة وغرفتين نوم,حي بطحاء قريش,299,مكة المكرمة,شقة
7144,236,6.0,7,18,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7145,237,8.8,10,60,شقة بصالة وغرفتين نوم,حي بطحاء قريش,350,مكة المكرمة,شقة
7146,238,8.9,8,50,شقة بصالة وغرفتين نوم,المحمدية,195,مكة المكرمة,شقة
7147,239,9.0,5,60,شقة بغرفتين نوم وأثاث مريح,المحمدية,195,مكة المكرمة,شقة
7148,240,8.9,6,75,شقة بغرفة جلوس وغرفتين نوم,حي بطحاء قريش,300,مكة المكرمة,شقة
7149,241,9.9,10,55,استديو انيق وهادئ بدخول ذاتي,حي بطحاء قريش,368,مكة المكرمة,استديو
7150,242,10.0,3,75,شقة,حي بطحاء قريش,199,مكة المكرمة,شقة
7151,243,7.0,1,50,استديو لتعيش اجواء مميزة,حي جبل النور,300,مكة المكرمة,استديو
7152,244,8.7,9,16,استديو بأثاث مريح وبسيط,حي جرول,100,مكة المكرمة,استديو
7153,245,10.0,2,50,شقة بأثاث مريح وبسيط,حي ولي العهد,195,مكة المكرمة,شقة
7154,246,8.0,5,16,استوديو بثلاثة اسرة فرديه,حي جرول,80,مكة المكرمة,استديو
7155,247,9.8,3,60,شقة بغرفة جلوس وغرف نوم,حي بطحاء قريش,454,مكة المكرمة,شقة
7156,248,9.1,57,40,استديو هادئ وأنيق بدخول ذاتي,حي الرصيفة,300,مكة المكرمة,استديو
7157,249,10.0,2,60,شقة مريحة وهادئة بغرفتين نوم,حي اجياد,"1,313",مكة المكرمة,شقة
7158,250,9.1,11,75,غرفة بسرير ماستر وجلسة,حي ولي العهد,135,مكة المكرمة,شقة
7159,251,1.8,1,50,شقة بغرفتين نوم وأثاث مريح,حي الحرم,169,مكة المكرمة,شقة
7160,252,0.0,0,50,شقة بصالة وثلاث غرف نوم,حي وادي جليل,800,مكة المكرمة,شقة
7161,253,10.0,2,75,شقة بأجواء دافئة ومريحة,حي الخضراء,500,مكة المكرمة,شقة
7162,254,9.5,3,60,شقة بصالة وثلاث غرف نوم,حي الزاهر,990,مكة المكرمة,شقة
7163,255,5.3,9,16,استوديو بثلاثة اسرة فرديه,حي جرول,80,مكة المكرمة,استديو
7164,256,6.3,3,16,استوديو بأربع اسرة فرديه,حي جرول,80,مكة المكرمة,استديو
7165,257,9.6,5,50,شقة بغرفتين نوم وصاله,حي المعابدة,700,مكة المكرمة,شقة
7166,258,6.0,4,50,شقة بغرفة جلوس وغرف نوم,حي جبل النور,530,مكة المكرمة,شقة
7167,259,1.0,1,60,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7168,260,0.0,0,50,شقة بغرفتين نوم وصالة,حي العزيزية,350,مكة المكرمة,شقة
7169,261,9.4,5,75,شقة بغرفة نوم وغرفة جلوس,حي الخضراء,350,مكة المكرمة,شقة
7170,262,9.2,8,60,شقة بصالة وثلاث غرف نوم,حي بطحاء قريش,285,مكة المكرمة,شقة
7171,263,9.4,3,75,شقة بغرفة جلوس وغرفتين نوم,حي العزيزية,450,مكة المكرمة,شقة
7172,264,0.0,0,60,غرفة بجلسة جانبية ودورة مياة,حي اجياد,800,مكة المكرمة,شقة
7173,265,10.0,1,75,شقة بصالة وغرفتين نوم,حي الخضراء,450,مكة المكرمة,شقة
7174,266,10.0,3,75,شقة بغرفة معيشة وغرفة نوم,حي الخضراء,350,مكة المكرمة,شقة
7175,267,0.0,0,60,شقة بثلاث غرف نوم بأثاث مريح,حي الشوقية,"1,100",مكة المكرمة,شقة
7176,268,0.0,0,60,شقة بصالة وغرفة نوم ومجلس,حي الهجرة,480,مكة المكرمة,شقة
7177,269,0.0,0,75,شقة بغرفة جلوس وغرفتين نوم,حي بطحاء قريش,650,مكة المكرمة,شقة
7178,270,0.0,0,75,شقة بأثاث مريح وبسيط,حي بطحاء قريش,450,مكة المكرمة,شقة
7179,271,0.0,0,60,شقة بصالة وغرفة نوم,حي الملك فهد,392,مكة المكرمة,شقة
7180,272,0.0,0,20,استديو بأثاث مريح وبسيط,حي بطحاء قريش,352,مكة المكرمة,استديو
7181,273,0.0,0,75,شقة بصالة وغرفة نوم,حي وادي جليل,293,مكة المكرمة,شقة
7182,274,0.0,0,60,شقة بصالة وغرفة نوم,حي بطحاء قريش,450,مكة المكرمة,شقة
7183,275,9.6,5,60,شقة بغرفة جلوس وغرفة نوم,حي الخضراء,350,مكة المكرمة,شقة
7184,276,9.8,3,50,شقة بغرفتين نوم وصالة,حي العوالي,700,مكة المكرمة,شقة
7185,277,0.0,0,75,شقة بثلاث غرف نوم وصاله,حي النزهة,275,مكة المكرمة,شقة
7186,278,2.3,2,50,شقة بغرفة نوم وصاله,حي وادي جليل,364,مكة المكرمة,شقة
7187,279,0.0,0,75,استديو بأثاث مريح وبسيط,حي بطحاء قريش,150,مكة المكرمة,استديو
7188,280,2.5,1,75,شقة بصالة انيقة وغرفتين نوم,حي بطحاء قريش,850,مكة المكرمة,شقة
7189,281,0.0,0,75,استديو باسرة فردية وبأثاث بسيط,حي المسفلة,160,مكة المكرمة,استديو
7190,282,0.0,0,75,شقة بغرفتين نوم وأثاث مريح,حي ولي العهد,195,مكة المكرمة,شقة
7191,283,0.0,0,75,شقة بغرفتين نوم وصالة,حي الشوقية,342,مكة المكرمة,شقة
7192,284,0.0,0,60,شقة بصالة جلوس وأربع غرف نوم,حي الاسكان,500,مكة المكرمة,شقة
7193,285,0.0,0,75,شقة بصالة وغرفة نوم,حي العدل,150,مكة المكرمة,شقة
7194,286,0.0,0,75,شقة بصالة و ثلاث غرف نوم,حي بطحاء قريش,280,مكة المكرمة,شقة
7195,287,0.0,0,75,شقة بصالة جلوس وغرفتين نوم,حي الشوقية,450,مكة المكرمة,شقة
7196,288,0.0,0,50,شقة بغرفتين نوم وصالة,حي العزيزية,450,مكة المكرمة,شقة
7197,289,0.0,0,50,شقة بغرفتين نوم وأثاث مريح,حي كدي,400,مكة المكرمة,شقة
7198,290,0.0,0,75,شقة بصالة وغرفة نوم وبأثاث مريح,حي كدي,450,مكة المكرمة,شقة
7199,291,0.0,0,60,شقة بصالة و غرفة نوم,حي وادي جليل,300,مكة المكرمة,شقة
7200,292,0.0,0,75,شقة بصالة و غرفة نوم,حي وادي جليل,800,مكة المكرمة,شقة
7201,293,0.0,0,75,شقة بصالة واربع غرف نوم,حي الخالدية,700,مكة المكرمة,شقة
7202,294,0.0,0,60,شقة بغرفتين نوم وأثاث مريح,حي ولي العهد,195,مكة المكرمة,شقة
7203,295,0.0,0,20,استديو بسرير ماستر ودخول ذاتي,حي النسيم,165,مكة المكرمة,استديو
7204,296,0.0,0,60,شقة بغرفتين نوم وغرفة جلوس,حي الحمراء وام الجود,"3,000",مكة المكرمة,شقة
7205,297,0.0,0,50,استوديو بسريرين فرديه,حي جبل النور,300,مكة المكرمة,استديو
7206,298,0.0,0,50,استوديو بخمس اسرة فرديه,حي جبل النور,300,مكة المكرمة,استديو
7207,299,0.0,0,50,استوديو بأربع اسرة فرديه,حي جبل النور,300,مكة المكرمة,استديو
7208,300,0.0,0,60,استديو بأثاث مريح وبسيط,حي جبل النور,300,مكة المكرمة,استديو
7209,301,0.0,0,22,استديو بأثاث مريح وبسيط,حي ولي العهد,220,مكة المكرمة,استديو
7210,302,0.0,0,50,شقة بغرفتين وصالة,حي الحمراء وام الجود,300,مكة المكرمة,شقة
7211,303,0.0,0,60,شقة بصالة وغرف نوم,حي بطحاء قريش,"1,500",مكة المكرمة,شقة
7212,304,0.0,0,75,شقة بغرفة نوم وصالة,حي النوارية,500,مكة المكرمة,شقة
7213,305,0.0,0,50,شقة بصالة انيقة وغرف نوم,حي الجامعة,"1,800",مكة المكرمة,شقة
7214,306,0.0,0,50,شقة لتعيش تجربة جديدة ومميزة,حي الحرم,"3,960",مكة المكرمة,شقة
7215,307,0.0,0,75,شقة بغرفتين نوم وصالة,حي العزيزية,450,مكة المكرمة,شقة
7216,308,0.0,0,75,شقة غرفتين نوم وصاله,حي الخضراء,450,مكة المكرمة,شقة
7217,309,0.0,0,75,شقة بصالة وغرفتين نوم,حي بطحاء قريش,299,مكة المكرمة,شقة
7218,310,0.0,0,60,شقة بصالة وغرفة نوم,حي الخضراء,350,مكة المكرمة,شقة
7219,311,0.0,0,50,شقة بغرفة نوم وغرفة معيشة,حي الخضراء,500,مكة المكرمة,شقة
7220,312,0.0,0,50,شقة هادئة بصالة وغرفة نوم,حي اجياد,"1,100",مكة المكرمة,شقة
7221,313,0.0,0,60,شقة بغرفتين نوم وبأثاث مريح وبسيط,حي اجياد,"1,200",مكة المكرمة,شقة
7222,314,0.0,0,50,غرفة بأسرة فردية ودورة مياة,حي العزيزية,250,مكة المكرمة,شقة
7223,315,0.0,0,75,شقة بغرفتين نوم وصالة,حي الحمراء وام الجود,508,مكة المكرمة,شقة
7224,316,0.0,0,75,شقة انيقة بغرفتين نوم وصالة,حي الحمراء وام الجود,400,مكة المكرمة,شقة
7225,317,10.0,77,40,استديو هادئ بدخول ذاتي,حي الشوقية,296,مكة المكرمة,استديو
7226,318,10.0,1,60,شقة بغرفة نوم وصالة,حي الخضراء,143,مكة المكرمة,شقة
7227,319,10.0,17,60,شقة انيقة بصالة وثلاث غرف نوم,حي بطحاء قريش,450,مكة المكرمة,شقة
7228,320,9.5,11,60,شقة بصالة وثلاث غرف نوم,حي الرصيفة,300,مكة المكرمة,شقة
7229,321,10.0,28,75,شقة بصالة انيقة وثلاث غرف نوم,حي بطحاء قريش,650,مكة المكرمة,شقة
7230,322,10.0,4,50,شقة بغرفتين نوم وصالة,حي الشوقية,342,مكة المكرمة,شقة
7231,323,9.6,10,20,استديو بسرير ماستر وجلسة جانبية,حي العكيشية,200,مكة المكرمة,استديو
7232,324,0.0,0,75,شقة بغرفتين نوم وصالة,حي الراشدية,350,مكة المكرمة,شقة
7233,325,9.9,62,19,غرفة بأجواء دافئة ومريحة,حي العكيشية,165,مكة المكرمة,شقة
7234,326,9.9,9,75,شقة بغرفة نوم وصالة,حي وادي جليل,320,مكة المكرمة,شقة
7235,327,9.9,25,60,شقة هادئة بصالة وغرفة نوم,حي الشوقية,351.35,مكة المكرمة,شقة
7236,328,10.0,4,50,شقة بصالة وغرفتين نوم,حي الشرائع,150,مكة المكرمة,شقة
7237,329,9.7,5,60,استديو بأثاث مريح وبسيط,حي اجياد,120,مكة المكرمة,استديو
7238,330,0.0,0,50,شقة بغرفتين نوم وصالة,حي بطحاء قريش,330,مكة المكرمة,شقة
7239,331,9.5,10,60,شقة بصاله وغرفه نوم,حي الملك فهد,270,مكة المكرمة,شقة
7240,332,10.0,1,50,شقة بغرفة نوم وصالة,حي وادي جليل,310,مكة المكرمة,شقة
7241,333,10.0,1,60,شقه فندقيه بغرفة نوم وصالة,حي وادي جليل,600,مكة المكرمة,شقة
7242,334,8.7,5,75,شقة بصالة وثلاث غرف نوم,حي الخالدية,300,مكة المكرمة,شقة
7243,335,9.1,2,60,غرفة بمرافق مشتركة للرجال,حي بطحاء قريش,900,مكة المكرمة,شقة
7244,336,9.1,2,75,غرفة بمرافق مشتركة للرجال,حي بطحاء قريش,900,مكة المكرمة,شقة
7245,337,9.9,4,75,شقة بغرفة جلوس وثلاث غرف نوم,حي النسيم,550,مكة المكرمة,شقة
7246,338,9.1,21,60,استديو بتصميم هادئ وأنيق,حي الشرائع,130,مكة المكرمة,استديو
7247,339,9.7,45,50,شقة بأجواء دافئة ومريحة,حي الشوقية,320,مكة المكرمة,شقة
